title,harga,alamat,parkir_motor,kamar_tidur,kamar_mandi,jmlh_lantai,luas_bangunan,luas_tanah,kabupaten
rumah dalam komplek elit pecatu graha (ahjbuk35),3500000000,"bukit jimbaran, badung",10,3,3,1,168,200,badung
rumah ocean view nusa dua (dyjnud35),3500000000,"nusa dua, badung",10,3,3,1,300,300,badung
rumah tinggal shm di kerobokan advker480,4800000000,"kerobokan, badung",10,3,3,1,175,209,badung
rumah view sawah onegate dekat seminyak denpasar bali,1000000000,"kerobokan, badung",4,3,2,1,68,104,badung
ebl367 for sale rumah cantik minimalis di jimbaran bali,2500000000,"jimbaran, badung",8,5,3,2,325,130,badung
ebl378 for sale rumah cantik 2 lantai di jimbaran,3000000000,"jimbaran, badung",4,3,3,2,136,144,badung
"rumah di lokasi strategis di ungasan, bali",650000000,"ungasan, badung",4,2,1,1,55,84,badung
"rumah siap huni hanya 1,5m di jimbaran dekat kampus unud",1500000000,"jimbaran jimbaran, badung",5,4,4,2,150,109,badung
rumah jimbaran taman griya,1350000000,"jalan danau batur raya, badung 80363, indonesia jimbaran, badung",10,2,2,1,85,120,badung
amk 024 for sale rumah di kawasan jimbaran bali near uluwatu nusa dua,1580000000,"jimbaran kel., kuta selatan, badung, indonesia jimbaran, badung",6,4,2,1,100,108,badung
rumah di kerobokan badung dekat seminyak,2150000000,"kerobokan, badung",10,3,2,1,140,141,badung
rumah 2 lantai full bangunan di kawasan canggu badung bali,1500000000,"canggu, badung",8,3,2,2,215,123,badung
rumah lantai 2 di sempidi dekat puspen badung,585000000,"mengwi, badung",8,3,2,2,95,70,badung
rumah lantai 1 di area jl pemuwunan lukluk sempidi badung,675000000,"mengwi, badung",20,3,2,1,100,150,badung
dijual rumah 3 kamar daerah kori nuansa jimbaran bali,700000000,"jimbaran, badung",10,3,1,1,70,70,badung
dijual rumah lantai 2 kawasan perumahan di padonan tibubeneng,1200000000,"tibubeneng, badung",10,2,2,2,90,112,badung
rumah dihitung harga tanahnya saja (empv0025),2500000000,"seminyak, badung",10,2,2,1,160,188,badung
rumah baru dekat padonan canggu,1450000000,"kuta, badung",8,3,2,2,150,120,badung
di jual rumah di taman gerye,2500000000,"jln taman griye jimbaran badung bali bukit jimbaran, badung",5,3,3,2,225,204,badung
rumah style villa kerobokan 3 kamar tidur siap huni,2850000000,"kuta, badung",4,3,3,2,350,225,badung
h938 - rumah minimalist dengan 3 kamar tidur di daerah jimbaran,1500000000,"jimbaran, badung",10,3,3,2,202,100,badung
rumah style bali lantai 1 di dalung badung bali,600000000,"kuta, badung",10,3,1,1,80,100,badung
rumah dekat canggu dan seminyak,1650000000,"kerobokan kaja, badung",8,5,2,2,120,100,badung
ebl352 for sale rumah cantik 2 lantai di jimbaran bali,2300000000,"jimbaran, badung",4,4,4,2,150,160,badung
rumah minimalis di perumahan taman mumbul nusa dua bali (nnpv0074),2900000000,"nusa dua, badung",4,4,4,2,218,158,badung
rumah minimalis di jimbaran bali (asjjbn20),2000000000,"jimbaran, badung",10,3,2,2,150,107,badung
rumah baru dalam komplek perumahan taman griya jimbaran (vcjjbn35),3500000000,"jimbaran, badung",10,4,4,1,225,260,badung
rumah 2 lantai di nusa dua (ayjnud22),2200000000,"nusa dua, badung",10,5,3,2,180,150,badung
rumah termurah promo cashback 40 juta di jimbaran,610000000,"jl jimbaran jimbaran, badung",8,2,1,2,60,50,badung
dijual rumah lantai 2 di kesambi kerobokan badung bali,1600000000,"kuta, badung",6,2,3,2,140,100,badung
rumah abianbase badung 2 kamar tidur siap huni,1658838000,"mengwi, badung",4,2,1,1,90,130,badung
rumah plus kolam renang dekat puspem badung,950000000,"kuta, badung",8,2,2,2,100,72,badung
rumah semi villa kerobokan,2500000000,"jl raya kerobokan kerobokan, badung",20,2,2,1,100,150,badung
rumah ungasan jimbaran villa area,1100000000,"bukit jimbaran, badung",10,3,2,1,80,110,badung
rumah 3 kamar tidur taman jimbaran,3000000000,"taman jimbaran jimbaran, badung",5,3,2,3,266,200,badung
rumah semi villa di jimbaran,2750000000,"jimbaran, badung",10,3,2,1,171,200,badung
rumah baru gress lokasi bagus komplek bagus dekat tempat pariwisata,1299000000,"kerobokan, badung",10,2,2,1,60,65,badung
jual rumah easternland mansion jimbaran badung bali murah strategis,610000000,"jimbaran, badung",4,2,2,1,60,60,badung
rumah murah 172 m2 balangan pratama jimbaran hrg 800 jt,800000000,"bukit jimbaran, badung",20,4,4,1,120,172,badung
"rumah murah 4 kamar tidur diungasan, lokasi strategis, dkt pantai",675000000,"kuta, badung",4,3,2,1,110,150,badung
murah dijual rumah 2 lantai di muding indah luas 128 m2,1600000000,"kuta, badung",8,3,2,2,150,128,badung
rumah 3 kamar tidur view gwk lokasi di ungasan jimbaran,850000000,"ungasan jimbaran ungasan, badung",20,3,2,1,85,133,badung
rumah canggu padonan 150m2 land 3 kamar tidur,1500000000,"canggu, badung",20,3,2,1,80,150,badung
rumah dijual lokasi cempaka dalung,375000000,"dalung, badung",10,3,1,1,36,60,badung
jual rumah murah dp 30 jt kampial nusa dua bali,375000000,"kuta, badung",4,2,2,1,50,50,badung
murah dijual rumah 1 are di gadon beringkit mengwi badung,550000000,"mengwi, badung",10,3,1,1,70,100,badung
rumah minimalis di jimbaran,675000000,"jimbaran, badung",20,3,1,1,65,108,badung
rumah jual 2 lantai area kerobokan - hsfn,2200000000,"kerobokan, badung",5,3,2,2,200,100,badung
rumah di ubung kaja,1000000000,"jl. tunggul ametung canggu, badung",4,4,2,1,150,193,badung
jual bangunan rumah kayu knockdown 5x10m model a-frame house,275000000,"jalan raya semana mambal, badung bali mambal, badung",4,2,1,1,75,100,badung
"brand new house cendana residence jimbaran rumah 2lt semi villa harga 1,2m an",1299000000,"ungasan, badung",10,3,2,2,121,80,badung
rumah lantai 1 di penarungan,375000000,"jl. gn. batukaru, penarungan, kec. mengwi, kabupaten badung, bali 80352 badung",8,2,2,1,36,50,badung
"rumah siap pakai area jimbaran, badung bali",2000000000,"jimbaran, badung",4,3,4,1,150,162,badung
dijual rumah lantai 2 view sawah dan sungai di tangeb. abianbase badung,1500000000,"kapal, badung",20,4,4,2,156,204,badung
murah dijual rumah 106 m2 di abianbase dekat dalung,550000000,"mengwi, badung",4,3,1,1,70,106,badung
rumah strategis kampus unud jimbaran,725000000,"kuta, badung",6,2,1,2,120,80,badung
dijual rumah minimalis lantai 2 dalung,1100000000,"dalung, badung",4,3,2,2,90,100,badung
rumah 1 are di jimbaran,1100000000,"jl. kampus unud jimbaran kuta selatan bading bali jimbaran, badung",10,2,2,2,150,100,badung
rumah semi villa di jimbaran bali hanya 10 menit dari bandara,1650000000,"jimbaran, badung",4,3,3,1,150,150,badung
"rumah design villa for sale area puri gading, jimbaran",1900000000,"jimbaran, badung",8,4,4,2,150,120,badung
rumah dua lantai siap huni 2 menit ke klub jimbaran,1900000000,"taman griya jimbaran, badung",4,3,4,2,150,160,badung
rumah cluster di taman jimbaran,1250000000,perum griya nusa damai jalan taman jimbaran badung,10,2,2,1,140,160,badung
"a beautiful house at perumahan elite di nusa dua, kuta",2100000000,"nusa dua, badung",20,3,2,1,180,227,badung
dijual rumah esternland mansion jimbaran,610000000,"jl. kor c jimbaran kuta, badung",4,2,2,1,60,60,badung
"rumah semi villa di kerobokan view sawah,akses jalan 4,5 meter",2800000000,"kesambi,kerobokan,badung,bali kerobokan, badung",4,3,4,2,200,150,badung
rumah cozy di jimbaran,1550000000,"jimbaran, badung",10,4,2,1,110,140,badung
jual rumah di bali jimbaran ada pool,1500000000,"jimbaran - bali jimbaran, badung",4,2,2,1,80,88,badung
id:a-481 for sale jual rumah jimbaran kuta bali near gwk uluwatu nusa,1300000000,"jimbaran, badung",10,3,2,1,80,107,badung
rumah di purigading jimbaran,2600000000,"jimbaran, badung",10,2,2,1,180,200,badung
"dijual rumah minimalis modern one gate sistem di goa gong, ungasan",700000000,"goa gong, badung",10,3,1,1,100,105,badung
rumah buc di jual di dalung,530000000,"dalung, badung",4,2,2,1,40,58,badung
murah dijual rumah luas 2 are dekat airport ngurah rai,1600000000,"kuta, badung",4,3,3,1,160,200,badung
for sale rumah full furnished diperumahan one gate sistem di jimbaran,1500000000,"jimbaran, badung",6,3,3,2,115,81,badung
rumah 2 lantai di puri gading jimbaran bali promo terbatas,965000000,"kuta, badung",10,2,3,2,80,100,badung
"rumah modern minimalis di cluster perumahan security 24hr, ungasan",1800000000,"ungasan bukit jimbaran, badung",10,3,3,2,135,112,badung
rumah dekat pererenan dan canggu,1700000000,"kuta, badung",4,5,3,1,177,210,badung
"rumah di taman griya jimbaran,bali-harga murah dibawah pasaran",1100000000,"jimbaran, badung",10,5,2,2,175,210,badung
turun harga rumah di jimbaran bali,1400000000,"kuta, badung",6,3,2,2,150,112,badung
"rumah minimalis siap huni dijual area mengwi, badung",1300000000,"mengwi, badung",4,4,2,2,152,100,badung
rumah di kerobokan - kuta,2800000000,"kerobokan, badung",10,3,2,2,261,200,badung
dijual rumah baru minimalis semi villa,2000000000,"perumahan purigading jimbaran badung bali jimbaran, badung",4,2,2,1,65,100,badung
rumah modern minimalis harga murah di ungasan,850000000,"jalan happy day bukit jimbaran, badung",4,3,3,1,90,99,badung
rumah 2 lantai jl. goa gong dekat kampus udayana jimbaran bali,850000000,"jalan goa gong, badung 80363, indonesia bukit jimbaran, badung",10,4,3,2,150,110,badung
rumah murah siap huni 3 menit ke kampus unud bali,775000000,"jimbaran, badung jimbaran, badung",20,2,1,1,54,100,badung
hunian cluster rumah minimalis di dekat canggu,975000000,"jl. bypass tanah lot munggu, badung",20,2,1,1,50,110,badung
rumah ready unit mangestiraya gentan,361000000,"kartika plaza, badung",10,2,1,1,45,73,badung
rumah cluster one gate jimbaran harga murah,1600000000,"puri gading kuta, badung",20,2,1,2,65,125,badung
rumah baru smart home lokasi premium di seminyak,1900000000,"seminyak, bali seminyak, badung",10,3,3,2,100,127,badung
rumah dengan villa style,2500000000,"gunung soputan kerobokan, badung",10,3,4,2,130,150,badung
jual rumah mewah elite one gate security di kerobokan kuta bali.canggu,2100000000,"kerobokan kuta bali kerobokan, badung",10,3,2,2,140,125,badung
dijual rumah ready unit & siap huni strategis hrg mulai 300 jtan ungas,300000000,"ungasan, badung",4,2,1,1,35,50,badung
dijual rumah murah di nusa dua,470000000,"nusa dua, badung",10,2,1,1,30,50,badung
rumah lantai 1 inden murah di jimbaran,750000000,"jimbaran, badung",20,2,1,1,33,100,badung
rumah murah di bali bisa cash dan kpr,610000000,"jimbaran kuta, badung",8,2,1,1,50,60,badung
rumah residen di bali damara village jimbaran tipe damita signature,1762020000,"jimbaran, south kuta, badung regency, bali 80361 jimbaran, badung",10,2,2,1,69,103,badung
rumah murah di taman griya,850000000,"jalan danau bratan taman griya, badung",4,3,2,1,85,110,badung
dijual rumah 4 kt di balangan pratama jimbaran,885000000,"balangan pratama bukit jimbaran, badung",20,4,4,1,100,172,badung
"rumah konsep villa area pecatu, kuta badung",2500000000,"pecatu, badung",20,2,3,1,160,210,badung
rumah tingkat siap huni di taman griya jimbaran,900000000,"jimbaran, badung",10,3,2,1,80,100,badung
jual rumah glogor carik denpasar bali deket ke imam bonjol sunset road kerobokan,1750000000,"sunset road, badung",10,3,2,2,130,110,badung
rumah di perum bernasi buduk,475000000,"indonesia, badung, perum bernasi permai mengwi, badung",8,3,1,1,55,72,badung
dijual rumah jimbaran goa gong,850000000,"goa gong jimbaran, badung",10,3,3,1,90,120,badung
dijual rumah new launching esternland mansion jimbaran badung bali,610000000,"jimbaran, badung",4,2,2,2,60,60,badung
rumah murah 2 kamar tidur lokasi di padonan,550000000,"padonan canggu canggu, badung",4,2,2,1,60,100,badung
jual rumah style vila isi kolam renang dekat pandawa beach nusa dua bali,1200000000,"dharmawangsa nusa dua, badung",10,2,2,1,75,100,badung
rumah baru dekat stp nusa dua dan puja mandala,650000000,"jalan bisma dharmawangsa nusa dua bali nusa dua, badung",10,3,1,2,55,50,badung
"rumah di puri gading jimbaran,furnish,ruangan besar, dkt gwk",1050000000,"puri gading jimbaran puri gading, badung",8,3,2,1,120,135,badung
rumah sehat 2 lantai 3 kamar halaman luas turun harga,1500000000,"perumahan puri gading gang persada jimbaran, badung",4,3,3,2,200,150,badung
rumah lantai 1 tinggal lanjut finishing di area buduk mengwi badung,465000000,"mengwi, badung",20,2,2,1,50,100,badung
rumah murah dekat kampus unud jimbaran,690000000,"kuta, badung",4,4,2,1,110,143,badung
rumah bagus 2lt global village taman mumbul jimbaran bali,2100000000,"jalan taman bali taman mumbul mumbul, badung",10,3,2,2,210,230,badung
rumah mewah sunset road kuta dalam kompleks,2000000000,"sunset road seminyak sunset road, badung",10,3,3,2,100,100,badung
rumah baru ready siap huni 400 jutaan kuta bali,400000000,"kampial nusa dua, badung",10,2,2,1,50,50,badung
murah dijual rumah baru luas 1 are di dalung,735000000,"kuta, badung",10,3,1,1,70,100,badung
dijual rumah pojok di perumahan gading kencana-jimbaran,2500000000,"jimbaran, badung",4,3,3,1,106,106,badung
rumah semi villa di jimbaran,2500000000,"udayan jimbaran, badung",10,3,3,2,115,108,badung
dijual rumah siap huni tanpa renov puri gading jimbaran 900 juta,900000000,"perumahan puri gading jimbaran jimbaran, badung",4,2,2,1,100,135,badung
rumah strategis di taman jimbaran,1100000000,"kuta, badung",4,2,2,1,90,130,badung
rumah 2 lantai di puri gading jimbaran bali,1500000000,"jalan puri gading, badung 80363, indonesia jimbaran, badung",10,3,3,2,120,150,badung
dijual rumah minimalis dikawasan canggu badung bali,925000000,"canggu, badung",10,3,1,1,70,90,badung
rumah smart sistem di nusa dua dekat area pantai dan hotel,1250000000,"nusa dua, badung",20,3,2,1,110,150,badung
rumah lantai 1 dikawasan dalung badung bali,585000000,"dalung, badung",10,3,2,1,70,90,badung
rumah lokasi di semat berawa canggu badung,5000000000,"semat berawa canggu, badung",20,4,4,1,250,300,badung
dijual rumah lantai 2 semi furnished di taman gria jimbaran kuta selatan,2400000000,"jimbaran, badung",6,5,3,2,300,200,badung
rumah onegate 4 kamar furnished di taman giri jimbaran kuta bali,1900000000,"taman giri jimbaran jimbaran, badung",10,4,3,2,150,100,badung
rumah semi villa puri gading,1500000000,"jalan puri gading jimbaran, badung",4,3,2,1,85,100,badung
rumah mewah 2 lantai di jimbaran bali,2300000000,"jimbaran, badung",4,4,4,2,146,149,badung
"dijual rumah 2 lantai type 160/100 dibawah harga pasaran, kondisi full",1200000000,"jimbaran, badung",4,3,3,2,160,100,badung
rumah bagus minimalis taman griya jimbaran bali,1300000000,"jimbaran, badung",6,2,2,2,110,72,badung
rumah cluster elit tabanan,635000000,"jln raya by pas denpasar gilimanuk tabanan, tabanan",20,2,1,1,50,93,tabanan
rumah asri view sawah 20 mnt dari canggu,580000000,"lestari nyitdah residence no 12 kediri, tabanan",4,1,1,1,41,70,tabanan
rumah tabanan rumah bongan rumah murah,425000000,"karang teduh residence bongan, tabanan",20,2,1,1,40,90,tabanan
rumah nuansa hotel berkelas hanya 800 jutaan di tabanan bali,800000000,"kediri kediri, tabanan",10,2,1,2,98,100,tabanan
rumah dekat pantai bali canggu bisa kpr dp bisa dicicil,2500000000,"kediri, tabanan",4,2,2,2,76,105,tabanan
rumah dua lantai minimalis lokasi tabanan,750000000,"tabanan, tabanan",8,3,2,2,168,100,tabanan
rumah bali dekat pantai 1 bedroom,2215740132,tabanan,10,1,1,1,68,105,tabanan
rumah view sawah,850000000,"lestari nyitdah residence kediri, tabanan",8,2,2,2,63,75,tabanan
rumah bali dekat pantai,2934109700,"kediri, tabanan",10,2,2,1,76,105,tabanan
rumah bali dekat pantai,2215740132,"kediri, tabanan",10,1,2,1,68,105,tabanan
rumah tabanan bali dekat pantai,4938322323,"kediri, tabanan",20,3,3,1,125,200,tabanan
dijual rumah inden di kediri tabanan,999000000,"kediri, tabanan, bali kediri, tabanan",20,2,2,1,60,130,tabanan
dijual cepat rumah di tabanan kota,450000000,"tabanan, bali tabanan, tabanan",4,3,1,1,80,95,tabanan
di jual rumah elite di belakang kfc tabanan,551000000,"kediri, tabanan",4,2,1,1,36,70,tabanan
rumah murah di kota tabanan,295000000,"kediri, tabanan",10,2,1,1,30,60,tabanan
"rumah minimalis dijual area dauh peken, tabanan",700000000,"dauh peken, tabanan",20,3,2,1,76,150,tabanan
perumahan mumbu residence tabanan bali,345000000,"kerambitan, tabanan",20,2,1,1,36,100,tabanan
rumah subsidi di tabanan-bali,178000000,"kerambitan, tabanan",10,2,1,1,30,60,tabanan
rumah cluster view sawah asri nyitdah kediri tabanan,435000000,"jalan pantai kedungu kediri tabanan bali kediri, tabanan",20,2,1,1,45,85,tabanan
rumah second di jual siap huni chandra asri residence tabanan,350000000,"jalan meliling kerambitan tabanan bali kerambitan, tabanan",4,2,1,1,45,84,tabanan
id:cr-16 for sale jual rumah tabanan bali near canggu ciputra beach resort,950000000,"jalan buahan tabanan bali tabanan, tabanan",10,3,3,1,120,140,tabanan
perumahan mumbu residence tabanan bali,365000000,"kerambitan, tabanan",20,2,1,1,45,100,tabanan
rumah mewah siap huni di delod puri kediri tabanan. depan smp 1 kediri tersedia type 45/70m² 2 kamar tidur 1 kamar mandi harga 425jt bonus pelinggih kitchen set kompor tanam mini bar kanopi gerbang garage batu sikat free biaya pajak info lebih lanjut,425000000,"kediri, tabanan",8,2,1,2,75,70,tabanan
rumah elegan asri dekat canggu dan tanah lot kediri tabanan,397001000,"jalan pantai kedungu kediri, tabanan",10,2,1,1,45,70,tabanan
"jual rumah 2 lantai, luas 1,4 are, lokasi tabanan  utara rs. umum ",700000000,"tabanan, indonesia denbantas, tabanan",8,3,1,2,160,140,tabanan
jual rumah tabanan bali,425000000,"the griya loka tabanan tabanan, tabanan",20,2,1,1,45,91,tabanan
rumah siap huni 450jt dekat rs nyitdah kediri tabanan bali,450000000,"jl raya nyitdah kediri tabanan bali kediri, tabanan",4,2,1,1,50,85,tabanan
rumah minimalis lantai 1 berlokasi cepaka - munggu dkt canggu bali,399000000,"cepaka munggu kediri, tabanan",10,2,1,1,45,80,tabanan
rumah siap huni kediri tabanan dekat rs kasih ibu,700000000,"jalan maluku kediri tabanan bali kediri, tabanan",10,3,2,2,168,100,tabanan
rumah siap huni di kediri tabanan,585000000,"nyitdah, tabanan",4,3,2,1,58,100,tabanan
jual rumah murah sebelum disita bank di tabanan bali,375000000,"jalan rajawali, tabanan, indonesia dauh peken, tabanan",4,3,1,1,60,100,tabanan
